0 NONE Person_or_Vehicle NONE:0.000412502845998 Person_or_Vehicle:0.604162232496 Other:0.0398129311798 Building_or_Public_Space:0.266852437698 Road_or_Driveway:0.0746790061996 Traffic_Signal:0.0140808895799
2185 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.95829269328 Other:0.00576725398356 Building_or_Public_Space:0.0337603161612 Road_or_Driveway:0.00217973657563 Traffic_Signal:0.0
2186 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.831064726114 Other:0.0118306232307 Building_or_Public_Space:0.150651099139 Road_or_Driveway:0.00645355151701 Traffic_Signal:0.0
2187 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.741806214598 Other:0.0106420357354 Building_or_Public_Space:0.222284542297 Road_or_Driveway:0.0252672073701 Traffic_Signal:0.0
2188 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.780859831977 Other:0.0150489337094 Building_or_Public_Space:0.180990620129 Road_or_Driveway:0.0231006141847 Traffic_Signal:0.0
2189 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.828176641336 Other:0.00712213807847 Building_or_Public_Space:0.139035486887 Road_or_Driveway:0.025665733698 Traffic_Signal:0.0
2190 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.69193626342 Other:0.00715093262826 Building_or_Public_Space:0.281049407065 Road_or_Driveway:0.0198633968871 Traffic_Signal:0.0
2191 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.869213905174 Other:0.00499140645374 Building_or_Public_Space:0.116860260783 Road_or_Driveway:0.00893442758916 Traffic_Signal:0.0
2192 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.853643031089 Other:0.00422613082 Building_or_Public_Space:0.128822325627 Road_or_Driveway:0.0133085124641 Traffic_Signal:0.0
2193 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.839955502219 Other:0.00631908422378 Building_or_Public_Space:0.135589072136 Road_or_Driveway:0.0181363414215 Traffic_Signal:0.0
2194 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.73307693391 Other:0.0051517001604 Building_or_Public_Space:0.23020664993 Road_or_Driveway:0.0315647159998 Traffic_Signal:0.0
2195 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.860658904781 Other:0.00232160792668 Building_or_Public_Space:0.133006960905 Road_or_Driveway:0.00401252638775 Traffic_Signal:0.0
2196 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.915535201595 Other:0.00150815136086 Building_or_Public_Space:0.0755677943239 Road_or_Driveway:0.00738885271978 Traffic_Signal:0.0
2197 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.88775572175 Other:0.00204267334519 Building_or_Public_Space:0.0960462009788 Road_or_Driveway:0.0141554039258 Traffic_Signal:0.0
2198 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.835924265819 Other:0.00319698504774 Building_or_Public_Space:0.136497131735 Road_or_Driveway:0.0243816173975 Traffic_Signal:0.0
2199 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.308718154155 Other:0.00403008011404 Building_or_Public_Space:0.654411177413 Road_or_Driveway:0.0328405883176 Traffic_Signal:0.0
2200 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.36772036575 Other:0.00407247531797 Building_or_Public_Space:0.35541701883 Road_or_Driveway:0.270839601964 Traffic_Signal:0.00195053813824
2201 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.812206715664 Other:0.0412534089045 Building_or_Public_Space:0.0960309038047 Road_or_Driveway:0.0505089716269 Traffic_Signal:0.0
2202 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.722309406578 Other:0.00472136300109 Building_or_Public_Space:0.187362180456 Road_or_Driveway:0.0856070499648 Traffic_Signal:0.0
2203 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.816319527233 Other:0.00139914277761 Building_or_Public_Space:0.147586280922 Road_or_Driveway:0.0346950490671 Traffic_Signal:0.0
2204 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.78425874929 Other:0.0232838299955 Building_or_Public_Space:0.1471098545 Road_or_Driveway:0.0453475662149 Traffic_Signal:0.0
2205 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.683774841419 Other:0.0353059104649 Building_or_Public_Space:0.2718715797 Road_or_Driveway:0.00904766841642 Traffic_Signal:0.0
2206 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.774767091474 Other:0.0285062017172 Building_or_Public_Space:0.190888561806 Road_or_Driveway:0.00583814500288 Traffic_Signal:0.0
2207 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.921776569834 Other:0.00254528694894 Building_or_Public_Space:0.0721344006765 Road_or_Driveway:0.00354374254035 Traffic_Signal:0.0
2208 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.866211672503 Other:0.00310547232756 Building_or_Public_Space:0.11444656562 Road_or_Driveway:0.0162362895504 Traffic_Signal:0.0
2209 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.855482926225 Other:0.0393465921422 Building_or_Public_Space:0.0847798472317 Road_or_Driveway:0.0203906344009 Traffic_Signal:0.0
2210 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.94479348889 Other:0.00458473668143 Building_or_Public_Space:0.0364192213295 Road_or_Driveway:0.0142025530989 Traffic_Signal:0.0
2211 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.788841719685 Other:0.00410687128157 Building_or_Public_Space:0.154607035424 Road_or_Driveway:0.0524443736099 Traffic_Signal:0.0
2212 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.748663774558 Other:0.00420499024607 Building_or_Public_Space:0.236880021518 Road_or_Driveway:0.0102512136777 Traffic_Signal:0.0
2213 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.733976481239 Other:0.00818382173887 Building_or_Public_Space:0.207259194502 Road_or_Driveway:0.0505805025198 Traffic_Signal:0.0
2214 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.791636940732 Other:0.00316698017606 Building_or_Public_Space:0.199133912438 Road_or_Driveway:0.00606216665422 Traffic_Signal:0.0
2215 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.622140898309 Other:0.0470500639104 Building_or_Public_Space:0.314176374707 Road_or_Driveway:0.0166326630734 Traffic_Signal:0.0
2216 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.839086039691 Other:0.016799940448 Building_or_Public_Space:0.133854942201 Road_or_Driveway:0.0102590776604 Traffic_Signal:0.0
2217 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.85182590583 Other:0.0238112051012 Building_or_Public_Space:0.115402611529 Road_or_Driveway:0.00896027753958 Traffic_Signal:0.0
2218 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.948180943966 Other:0.00108227935584 Building_or_Public_Space:0.0494695592355 Road_or_Driveway:0.00126721744289 Traffic_Signal:0.0
2219 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.882424027158 Other:0.00535074926032 Building_or_Public_Space:0.108716854032 Road_or_Driveway:0.00350836954998 Traffic_Signal:0.0
2220 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.94550419057 Other:0.00249863986839 Building_or_Public_Space:0.0480261730279 Road_or_Driveway:0.00397099653348 Traffic_Signal:0.0
2221 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.813787063549 Other:0.00651899328171 Building_or_Public_Space:0.167146582866 Road_or_Driveway:0.0125473603025 Traffic_Signal:0.0
2222 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.81700154964 Other:0.0125819149408 Building_or_Public_Space:0.117751681228 Road_or_Driveway:0.0526648541905 Traffic_Signal:0.0
2223 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.852715782858 Other:0.00375465187091 Building_or_Public_Space:0.132092513846 Road_or_Driveway:0.0114370514251 Traffic_Signal:0.0
2224 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.914440337794 Other:0.0121170788949 Building_or_Public_Space:0.0585497518988 Road_or_Driveway:0.0148928314124 Traffic_Signal:0.0
2225 Other Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.386533953318 Other:0.11674997062 Building_or_Public_Space:0.463564361786 Road_or_Driveway:0.033151714276 Traffic_Signal:0.0
2226 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.321310194828 Other:0.00554260907671 Building_or_Public_Space:0.571775373205 Road_or_Driveway:0.0950313689827 Traffic_Signal:0.00634045390807
2227 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.344789005634 Other:0.00371624423329 Building_or_Public_Space:0.546577943065 Road_or_Driveway:0.104710227003 Traffic_Signal:0.000206580064297
2228 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.668702773597 Other:0.000924814279927 Building_or_Public_Space:0.114295914973 Road_or_Driveway:0.214705174722 Traffic_Signal:0.00137132242825
2229 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.949918123043 Other:0.00358581606018 Building_or_Public_Space:0.0444731800885 Road_or_Driveway:0.00202288080783 Traffic_Signal:0.0
2230 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.980519774124 Other:0.000793517872403 Building_or_Public_Space:0.0130914130186 Road_or_Driveway:0.00559529498474 Traffic_Signal:0.0
2231 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.936379975648 Other:0.0109844089821 Building_or_Public_Space:0.0421322058688 Road_or_Driveway:0.0105034095012 Traffic_Signal:0.0
2232 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.678287860027 Other:0.0088393619085 Building_or_Public_Space:0.280731463355 Road_or_Driveway:0.0321413147096 Traffic_Signal:0.0
2233 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.688864705288 Other:0.00190431761414 Building_or_Public_Space:0.304390865885 Road_or_Driveway:0.00484011121379 Traffic_Signal:0.0
2234 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.921168369121 Other:0.00139327400264 Building_or_Public_Space:0.0760870917518 Road_or_Driveway:0.00135126512479 Traffic_Signal:0.0
2235 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.787493925478 Other:0.0112141445755 Building_or_Public_Space:0.173867213064 Road_or_Driveway:0.0274247168831 Traffic_Signal:0.0
2236 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.673595928927 Other:0.011175968509 Building_or_Public_Space:0.262673526949 Road_or_Driveway:0.0525545756154 Traffic_Signal:0.0
2237 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.480741332029 Other:0.00892969495336 Building_or_Public_Space:0.373146661255 Road_or_Driveway:0.137182311762 Traffic_Signal:0.0
2238 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.634111545493 Other:0.00518877175468 Building_or_Public_Space:0.2683665771 Road_or_Driveway:0.0923331056525 Traffic_Signal:0.0
2239 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.718839467405 Other:0.00500170292552 Building_or_Public_Space:0.216460876618 Road_or_Driveway:0.0596979530513 Traffic_Signal:0.0
2240 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.638321037177 Other:0.0149113209608 Building_or_Public_Space:0.307407234154 Road_or_Driveway:0.0393604077091 Traffic_Signal:0.0
2241 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.702159318055 Other:0.00482216085648 Building_or_Public_Space:0.245463994356 Road_or_Driveway:0.047554526733 Traffic_Signal:0.0
2242 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.644266517864 Other:0.00906026615054 Building_or_Public_Space:0.318685758358 Road_or_Driveway:0.0279874576275 Traffic_Signal:0.0
2243 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.891980120298 Other:0.00253705015653 Building_or_Public_Space:0.0791156745103 Road_or_Driveway:0.0263671550348 Traffic_Signal:0.0
2244 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.594897498642 Other:0.00637052628997 Building_or_Public_Space:0.295529238266 Road_or_Driveway:0.103202736802 Traffic_Signal:0.0
2245 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.5796180773 Other:0.014358381405 Building_or_Public_Space:0.327210130287 Road_or_Driveway:0.0788134110086 Traffic_Signal:0.0
2246 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.754561511311 Other:0.0114967699181 Building_or_Public_Space:0.180789916542 Road_or_Driveway:0.0531518022295 Traffic_Signal:0.0
2247 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.741156428419 Other:0.0125102170567 Building_or_Public_Space:0.224621427586 Road_or_Driveway:0.0217119269377 Traffic_Signal:0.0
2248 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.805650536149 Other:0.001834249043 Building_or_Public_Space:0.141195526871 Road_or_Driveway:0.0513196879373 Traffic_Signal:0.0
2249 Traffic_Signal Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.652437414343 Other:0.0156240685846 Building_or_Public_Space:0.174598443677 Road_or_Driveway:0.157340073395 Traffic_Signal:0.0
2250 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.856280102165 Other:0.0205017418975 Building_or_Public_Space:0.0882211358277 Road_or_Driveway:0.0349970201102 Traffic_Signal:0.0
2251 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.757499664872 Other:0.00612241847937 Building_or_Public_Space:0.203593936005 Road_or_Driveway:0.0327839806433 Traffic_Signal:0.0
2252 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.858512140556 Other:0.00153438187751 Building_or_Public_Space:0.126137186615 Road_or_Driveway:0.0138162909516 Traffic_Signal:0.0
2253 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.93012586221 Other:0.00659919803538 Building_or_Public_Space:0.034801880451 Road_or_Driveway:0.0284730593032 Traffic_Signal:0.0
2254 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.839670223409 Other:0.00154232640748 Building_or_Public_Space:0.115938036394 Road_or_Driveway:0.0428494137894 Traffic_Signal:0.0
2255 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.882052783361 Other:0.00345074790248 Building_or_Public_Space:0.0909867573328 Road_or_Driveway:0.0235097114034 Traffic_Signal:0.0
2256 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.671641446401 Other:0.00385231755537 Building_or_Public_Space:0.305206215991 Road_or_Driveway:0.0193000200526 Traffic_Signal:0.0
2257 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.869474143996 Other:0.00300955212381 Building_or_Public_Space:0.111821507099 Road_or_Driveway:0.0156947967804 Traffic_Signal:0.0
2258 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.816927329429 Other:0.00453692775974 Building_or_Public_Space:0.151773968579 Road_or_Driveway:0.0267617742326 Traffic_Signal:0.0
2259 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.84881771693 Other:0.0033635107601 Building_or_Public_Space:0.114650316201 Road_or_Driveway:0.0331684561084 Traffic_Signal:0.0
2260 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.526901300511 Other:0.00980966350623 Building_or_Public_Space:0.283097050196 Road_or_Driveway:0.180191985787 Traffic_Signal:0.0
2261 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.847371097738 Other:0.00356661073626 Building_or_Public_Space:0.10188041276 Road_or_Driveway:0.047181878765 Traffic_Signal:0.0
2262 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.865456820453 Other:0.00506822146062 Building_or_Public_Space:0.114221776638 Road_or_Driveway:0.0152531814479 Traffic_Signal:0.0
2263 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.713013499797 Other:0.00333289652761 Building_or_Public_Space:0.250855848662 Road_or_Driveway:0.032797755013 Traffic_Signal:0.0
2264 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.617588781025 Other:0.00554888685927 Building_or_Public_Space:0.280821743275 Road_or_Driveway:0.0960405888403 Traffic_Signal:0.0
2265 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.793384747713 Other:0.00286593888262 Building_or_Public_Space:0.188458185444 Road_or_Driveway:0.0152911279605 Traffic_Signal:0.0
2266 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.876369753339 Other:0.00245707322251 Building_or_Public_Space:0.110535905 Road_or_Driveway:0.0106372684384 Traffic_Signal:0.0
2267 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.740212922806 Other:0.00720671935272 Building_or_Public_Space:0.21962718282 Road_or_Driveway:0.032953175021 Traffic_Signal:0.0
2268 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.881534007607 Other:0.000793399636424 Building_or_Public_Space:0.113791025541 Road_or_Driveway:0.00388156721524 Traffic_Signal:0.0
2269 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.984922832528 Other:0.000677815837015 Building_or_Public_Space:0.0132872476507 Road_or_Driveway:0.0011121039841 Traffic_Signal:0.0
2270 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.92902985782 Other:0.012792899778 Building_or_Public_Space:0.0464544409807 Road_or_Driveway:0.0117228014215 Traffic_Signal:0.0
2271 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.692157307498 Other:0.00861777240786 Building_or_Public_Space:0.290366404956 Road_or_Driveway:0.00885851513803 Traffic_Signal:0.0
2272 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.961171098137 Other:0.000904506022062 Building_or_Public_Space:0.0198994421107 Road_or_Driveway:0.0180249537306 Traffic_Signal:0.0
2273 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.908521028929 Other:0.00267078750721 Building_or_Public_Space:0.0748641076433 Road_or_Driveway:0.0139440759204 Traffic_Signal:0.0
2274 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.972640122517 Other:0.000822550002884 Building_or_Public_Space:0.0232837325793 Road_or_Driveway:0.00325359490081 Traffic_Signal:0.0
2275 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.667605949539 Other:0.0298738528148 Building_or_Public_Space:0.294540453858 Road_or_Driveway:0.00797974378786 Traffic_Signal:0.0
2276 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.848640878208 Other:0.00521036935642 Building_or_Public_Space:0.140199113837 Road_or_Driveway:0.00594963859894 Traffic_Signal:0.0
2277 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.741146142763 Other:0.00711449621601 Building_or_Public_Space:0.23484764747 Road_or_Driveway:0.0168917135513 Traffic_Signal:0.0
2278 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.781880224104 Other:0.00237819458277 Building_or_Public_Space:0.144648391241 Road_or_Driveway:0.0710931900718 Traffic_Signal:0.0
2279 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.74543093779 Other:0.00271638153509 Building_or_Public_Space:0.194127332606 Road_or_Driveway:0.0577253480688 Traffic_Signal:0.0
2280 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.797575437054 Other:0.000900950419342 Building_or_Public_Space:0.10402431767 Road_or_Driveway:0.0974992948562 Traffic_Signal:0.0
2281 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.627929755316 Other:0.00209336195647 Building_or_Public_Space:0.239758372301 Road_or_Driveway:0.130218510427 Traffic_Signal:0.0
2282 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.240340806085 Other:0.0121836152548 Building_or_Public_Space:0.709187760384 Road_or_Driveway:0.0382878182761 Traffic_Signal:0.0
2283 Road_or_Driveway Road_or_Driveway NONE:0.0 Person_or_Vehicle:0.269292540539 Other:0.00629680108749 Building_or_Public_Space:0.198360196684 Road_or_Driveway:0.522876399789 Traffic_Signal:0.00317406190074
2284 Road_or_Driveway Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.222377110456 Other:0.025744541359 Building_or_Public_Space:0.481821607686 Road_or_Driveway:0.265258144405 Traffic_Signal:0.00479859609329
2285 Road_or_Driveway Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.675437736102 Other:0.00183633652275 Building_or_Public_Space:0.258375938307 Road_or_Driveway:0.0634847338936 Traffic_Signal:0.000865255174772
2286 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.755949134871 Other:0.00112297932957 Building_or_Public_Space:0.188576240319 Road_or_Driveway:0.0543516454808 Traffic_Signal:0.0
2287 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.758082207173 Other:0.00483631092281 Building_or_Public_Space:0.224515401209 Road_or_Driveway:0.0125660806952 Traffic_Signal:0.0
2288 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.810216663577 Other:0.00380609182104 Building_or_Public_Space:0.160390420121 Road_or_Driveway:0.0255868244812 Traffic_Signal:0.0
2289 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.755949134871 Other:0.00112297932957 Building_or_Public_Space:0.188576240319 Road_or_Driveway:0.0543516454808 Traffic_Signal:0.0
2290 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.880193624585 Other:0.00291272193034 Building_or_Public_Space:0.0963832222353 Road_or_Driveway:0.0205104312498 Traffic_Signal:0.0
2291 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.63741846325 Other:0.0107266829624 Building_or_Public_Space:0.312387878024 Road_or_Driveway:0.0394669757638 Traffic_Signal:0.0
2292 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.47343468861 Other:0.00619721079061 Building_or_Public_Space:0.501029148852 Road_or_Driveway:0.0193389517473 Traffic_Signal:0.0
2293 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.0870279530978 Other:0.00141003625518 Building_or_Public_Space:0.887078259881 Road_or_Driveway:0.0240278195693 Traffic_Signal:0.000455931196987
2294 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.748840173231 Other:0.00257277491834 Building_or_Public_Space:0.230006996175 Road_or_Driveway:0.0180448124939 Traffic_Signal:0.000535243181684
2295 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.72819218104 Other:0.00156181752902 Building_or_Public_Space:0.266352434561 Road_or_Driveway:0.00389356686982 Traffic_Signal:0.0
2296 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.70835849952 Other:0.00580249884993 Building_or_Public_Space:0.27444178212 Road_or_Driveway:0.0113972195106 Traffic_Signal:0.0
2297 Other Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.887414975357 Other:0.00485070816547 Building_or_Public_Space:0.0960916163354 Road_or_Driveway:0.0116427001424 Traffic_Signal:0.0
2298 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.931206313393 Other:0.00191785650646 Building_or_Public_Space:0.0621076508436 Road_or_Driveway:0.0047681792567 Traffic_Signal:0.0
2299 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.914650777265 Other:0.00171095560551 Building_or_Public_Space:0.0777215023265 Road_or_Driveway:0.00591676480293 Traffic_Signal:0.0
2300 Building_or_Public_Space Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.350212075022 Other:0.00634312901283 Building_or_Public_Space:0.62692576343 Road_or_Driveway:0.0165190325352 Traffic_Signal:0.0
2301 Person_or_Vehicle Building_or_Public_Space NONE:0.0 Person_or_Vehicle:0.433031031845 Other:0.000616923124859 Building_or_Public_Space:0.551849192315 Road_or_Driveway:0.0134900982774 Traffic_Signal:0.00101275443757
2302 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.612425139108 Other:0.000345692514069 Building_or_Public_Space:0.38149309947 Road_or_Driveway:0.00519309111019 Traffic_Signal:0.000542977797621
2303 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.717425927238 Other:0.0103711277768 Building_or_Public_Space:0.259046538246 Road_or_Driveway:0.0131564067387 Traffic_Signal:0.0
2304 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.758092037471 Other:0.00353619303217 Building_or_Public_Space:0.226192414126 Road_or_Driveway:0.0121793553708 Traffic_Signal:0.0
2305 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.8410040456 Other:0.00200300833476 Building_or_Public_Space:0.144003229045 Road_or_Driveway:0.0129897170203 Traffic_Signal:0.0
2306 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.878191036931 Other:0.00281057612025 Building_or_Public_Space:0.114224214416 Road_or_Driveway:0.0047741725326 Traffic_Signal:0.0
2307 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.91536788353 Other:0.00223254449933 Building_or_Public_Space:0.0775693564842 Road_or_Driveway:0.00483021548653 Traffic_Signal:0.0
2308 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.894719433125 Other:0.00271468223614 Building_or_Public_Space:0.0946798229195 Road_or_Driveway:0.00788606171982 Traffic_Signal:0.0
2309 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.899135878381 Other:0.00350800481826 Building_or_Public_Space:0.0811936883378 Road_or_Driveway:0.0161624284633 Traffic_Signal:0.0
2310 Person_or_Vehicle Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.853646571591 Other:0.00362102669781 Building_or_Public_Space:0.1335426157 Road_or_Driveway:0.00918978601121 Traffic_Signal:0.0
2311 Building_or_Public_Space Person_or_Vehicle NONE:0.0 Person_or_Vehicle:0.842560399581 Other:0.00328766020644 Building_or_Public_Space:0.145070209549 Road_or_Driveway:0.00908173066445 Traffic_Signal:0.0
